Reporter,TradeFlow,ProductCode,Product Description,Year,Partner,Trade Value 1000USD,Quantity,Quantity Unit
Switzerland,Import,40900,Natural honey,2005,Germany,4289.13,1140850,Kg
Switzerland,Import,40900,Natural honey,2005,France,3201.41,511315,Kg
Switzerland,Import,40900,Natural honey,2005,Chile,1066.94,481368,Kg
Switzerland,Import,40900,Natural honey,2005,Austria,909.42,271045,Kg
Switzerland,Import,40900,Natural honey,2005,Argentina,700.46,489999,Kg
Switzerland,Import,40900,Natural honey,2005,Italy,625.7,117475,Kg
Switzerland,Import,40900,Natural honey,2005,Cuba,303.52,147949,Kg
Switzerland,Import,40900,Natural honey,2005,Guatemala,233.74,90405,Kg
Switzerland,Import,40900,Natural honey,2005,Hungary,222.45,75190,Kg
Switzerland,Import,40900,Natural honey,2005,China,154.23,80060,Kg
Switzerland,Import,40900,Natural honey,2005,Canada,147.09,46138,Kg
Switzerland,Import,40900,Natural honey,2005,Spain,133.53,25088,Kg
Switzerland,Import,40900,Natural honey,2005,New Zealand,94.4,21924,Kg
Switzerland,Import,40900,Natural honey,2005,Uruguay,89.25,45982,Kg
Switzerland,Import,40900,Natural honey,2005,Brazil,73.08,30523,Kg
Switzerland,Import,40900,Natural honey,2005,Romania,65.54,18760,Kg
Switzerland,Import,40900,Natural honey,2005,Slovak Republic,62.41,16380,Kg
Switzerland,Import,40900,Natural honey,2005,Turkey,48.37,9047,Kg
Switzerland,Import,40900,Natural honey,2005,Bulgaria,32.45,15340,Kg
Switzerland,Import,40900,Natural honey,2005,Croatia,30.77,4757,Kg
Switzerland,Import,40900,Natural honey,2005,United Kingdom,30.15,3721,Kg
Switzerland,Import,40900,Natural honey,2005,Greece,25.25,3048,Kg
Switzerland,Import,40900,Natural honey,2005,Armenia,22,2507,Kg
Switzerland,Import,40900,Natural honey,2005,Nicaragua,19.05,5100,Kg
Switzerland,Import,40900,Natural honey,2005,Netherlands,13.13,6397,Kg
Switzerland,Import,40900,Natural honey,2005,South Africa,11.75,858,Kg
Switzerland,Import,40900,Natural honey,2005,United States,11.58,1653,Kg
Switzerland,Import,40900,Natural honey,2005,Belgium,10.43,1956,Kg
Switzerland,Import,40900,Natural honey,2005,Portugal,4.93,758,Kg
Switzerland,Import,40900,Natural honey,2005,Georgia,4.02,550,Kg
Switzerland,Import,40900,Natural honey,2005,Israel,3.16,978,Kg
Switzerland,Import,40900,Natural honey,2005,Pakistan,2.55,440,Kg
Switzerland,Import,40900,Natural honey,2005,Madagascar,2.2,856,Kg
Switzerland,Import,40900,Natural honey,2005,Thailand,0.78,755,Kg
Switzerland,Import,40900,Natural honey,2005,Cameroon,0.4,149,Kg
Switzerland,Import,40900,Natural honey,2005,Dominican Republic,0.38,227,Kg
Switzerland,Import,40900,Natural honey,2005,Nepal,0.21,29,Kg
Switzerland,Import,40900,Natural honey,2005,Burkina Faso,0.1,60,Kg
Switzerland,Import,40900,Natural honey,2005,Australia,0.1,10,Kg
Switzerland,Import,40900,Natural honey,2005,Denmark,0.04,3,Kg
Switzerland,Import,40900,Natural honey,2006, World,18495.88,6415250,Kg
Switzerland,Import,40900,Natural honey,2006,Mexico,4844.29,2343980,Kg
Switzerland,Import,40900,Natural honey,2006,Germany,4608.64,1281270,Kg
Switzerland,Import,40900,Natural honey,2006,France,3488.38,555848,Kg
Switzerland,Import,40900,Natural honey,2006,Austria,1691.79,538621,Kg
Switzerland,Import,40900,Natural honey,2006,Chile,1098.08,634235,Kg
Switzerland,Import,40900,Natural honey,2006,Italy,639.58,111273,Kg
Switzerland,Import,40900,Natural honey,2006,Argentina,574.41,342359,Kg
Switzerland,Import,40900,Natural honey,2006,Hungary,270.5,109163,Kg
Switzerland,Import,40900,Natural honey,2006,Guatemala,189.29,86130,Kg
Switzerland,Import,40900,Natural honey,2006,Cuba,174.94,111954,Kg
Switzerland,Import,40900,Natural honey,2006,Spain,138.69,36854,Kg
Switzerland,Import,40900,Natural honey,2006,Canada,136.76,48373,Kg
Switzerland,Import,40900,Natural honey,2006,China,113.46,56980,Kg
Switzerland,Import,40900,Natural honey,2006,New Zealand,93.73,22007,Kg
Switzerland,Import,40900,Natural honey,2006,Uruguay,78.54,48307,Kg
Switzerland,Import,40900,Natural honey,2006,Greece,51.09,6755,Kg
Switzerland,Import,40900,Natural honey,2006,United Kingdom,42.04,6018,Kg
Switzerland,Import,40900,Natural honey,2006,Russian Federation,37.48,18286,Kg
Switzerland,Import,40900,Natural honey,2006,Romania,32.64,10080,Kg
Switzerland,Import,40900,Natural honey,2006,Turkey,27.25,6748,Kg
Switzerland,Import,40900,Natural honey,2006,Croatia,25.37,4932,Kg
Switzerland,Import,40900,Natural honey,2006,Israel,23.23,5382,Kg
Switzerland,Import,40900,Natural honey,2006,Netherlands,20.91,8954,Kg
Switzerland,Import,40900,Natural honey,2006,Madagascar,17.68,10800,Kg
Switzerland,Import,40900,Natural honey,2006,United States,17.59,3446,Kg
Switzerland,Import,40900,Natural honey,2006,Ireland,16.67,518,Kg
Switzerland,Import,40900,Natural honey,2006,South Africa,9.02,445,Kg
Switzerland,Import,40900,Natural honey,2006,Armenia,6.66,850,Kg
Switzerland,Import,40900,Natural honey,2006,Denmark,6.15,700,Kg
Switzerland,Import,40900,Natural honey,2006,Belgium,4.98,808,Kg
Switzerland,Import,40900,Natural honey,2006,Portugal,4.48,607,Kg
Switzerland,Import,40900,Natural honey,2006,Pakistan,3.68,485,Kg
Switzerland,Import,40900,Natural honey,2006,Nicaragua,2.6,320,Kg
Switzerland,Import,40900,Natural honey,2006,Czech Republic,2.45,442,Kg
Switzerland,Import,40900,Natural honey,2006,Myanmar,2.01,1160,Kg
Switzerland,Import,40900,Natural honey,2006,India,0.35,49,Kg
Switzerland,Import,40900,Natural honey,2006,Luxembourg,0.19,49,Kg
Switzerland,Import,40900,Natural honey,2006,Saudi Arabia,0.13,2,Kg
Switzerland,Import,40900,Natural honey,2006,Dominican Republic,0.09,48,Kg
Switzerland,Import,40900,Natural honey,2006,Poland,0.05,8,Kg
Switzerland,Import,40900,Natural honey,2006,Cameroon,0.02,3,Kg
Switzerland,Import,40900,Natural honey,2007, World,21736.37,7057830,Kg
Switzerland,Import,40900,Natural honey,2007,Mexico,7327.11,3389060,Kg
Switzerland,Import,40900,Natural honey,2007,Germany,6144.26,1512410,Kg
Switzerland,Import,40900,Natural honey,2007,France,3089.09,424085,Kg
Switzerland,Import,40900,Natural honey,2007,Chile,911.21,458925,Kg
Switzerland,Import,40900,Natural honey,2007,Austria,902.89,210561,Kg
Switzerland,Import,40900,Natural honey,2007,Italy,750.93,115282,Kg
Switzerland,Import,40900,Natural honey,2007,Hungary,528.42,154235,Kg
Switzerland,Import,40900,Natural honey,2007,Argentina,425.39,225802,Kg
Switzerland,Import,40900,Natural honey,2007,Cuba,354.24,189305,Kg
Switzerland,Import,40900,Natural honey,2007,Guatemala,247.25,107700,Kg
Switzerland,Import,40900,Natural honey,2007,New Zealand,180.52,36892,Kg
Switzerland,Import,40900,Natural honey,2007,Spain,163.82,35399,Kg
Switzerland,Import,40900,Natural honey,2007,Uruguay,95.24,54730,Kg
Switzerland,Import,40900,Natural honey,2007,Canada,92.5,28086,Kg
Switzerland,Import,40900,Natural honey,2007,United Kingdom,72.98,15885,Kg
Switzerland,Import,40900,Natural honey,2007,Ireland,70.15,2057,Kg
Switzerland,Import,40900,Natural honey,2007,Croatia,67.58,12820,Kg
Switzerland,Import,40900,Natural honey,2007,Greece,65.86,8722,Kg
Switzerland,Import,40900,Natural honey,2007,China,60.18,30843,Kg
Switzerland,Import,40900,Natural honey,2007,Bulgaria,44.41,10820,Kg
Switzerland,Import,40900,Natural honey,2007,Romania,30.23,8680,Kg
Switzerland,Import,40900,Natural honey,2007,Turkey,19.74,3231,Kg
Switzerland,Import,40900,Natural honey,2007,Portugal,19.45,3521,Kg
Switzerland,Import,40900,Natural honey,2007,Czech Republic,12.6,4550,Kg
Switzerland,Import,40900,Natural honey,2007,Belgium,10.08,3742,Kg
Switzerland,Import,40900,Natural honey,2007,United States,8.97,1562,Kg
Switzerland,Import,40900,Natural honey,2007,Netherlands,8.5,3211,Kg
Switzerland,Import,40900,Natural honey,2007,Qatar,7.95,938,Kg
Switzerland,Import,40900,Natural honey,2007,Slovak Republic,7.08,2800,Kg
Switzerland,Import,40900,Natural honey,2007,South Africa,6.39,156,Kg
Switzerland,Import,40900,Natural honey,2007,Pakistan,3.99,522,Kg
Switzerland,Import,40900,Natural honey,2007,Nicaragua,3.14,528,Kg
Switzerland,Import,40900,Natural honey,2007,Israel,1.14,72,Kg
Switzerland,Import,40900,Natural honey,2007,Kazakhstan,0.77,104,Kg
Switzerland,Import,40900,Natural honey,2007,Poland,0.71,160,Kg
Switzerland,Import,40900,Natural honey,2007,Sweden,0.67,86,Kg
Switzerland,Import,40900,Natural honey,2007,Nepal,0.38,40,Kg
Switzerland,Import,40900,Natural honey,2007,Dominican Republic,0.3,220,Kg
Switzerland,Import,40900,Natural honey,2007,Australia,0.09,24,Kg
Switzerland,Import,40900,Natural honey,2007,Madagascar,0.06,44,Kg
Switzerland,Import,40900,Natural honey,2007,Peru,0.05,13,Kg
Switzerland,Import,40900,Natural honey,2007,"Iran, Islamic Rep.",0.03,8,Kg
Switzerland,Import,40900,Natural honey,2007,Denmark,0.01,2,Kg
Switzerland,Import,40900,Natural honey,2008, World,27030.74,7244470,Kg
Switzerland,Import,40900,Natural honey,2008,Mexico,8970.72,3316390,Kg
Switzerland,Import,40900,Natural honey,2008,Germany,8361.13,1814890,Kg
Switzerland,Import,40900,Natural honey,2008,France,3622.89,437511,Kg
Switzerland,Import,40900,Natural honey,2008,Austria,1092.97,204695,Kg
Switzerland,Import,40900,Natural honey,2008,Italy,882.44,147627,Kg
Switzerland,Import,40900,Natural honey,2008,Chile,804.69,305595,Kg
Switzerland,Import,40900,Natural honey,2008,Argentina,678.4,250284,Kg
Switzerland,Import,40900,Natural honey,2008,Hungary,557.01,145199,Kg
Switzerland,Import,40900,Natural honey,2008,Cuba,415.05,188949,Kg
Switzerland,Import,40900,Natural honey,2008,New Zealand,273.4,51123,Kg
Switzerland,Import,40900,Natural honey,2008,China,245.91,77745,Kg
Switzerland,Import,40900,Natural honey,2008,Spain,238.71,56900,Kg
Switzerland,Import,40900,Natural honey,2008,Canada,213.1,56000,Kg
Switzerland,Import,40900,Natural honey,2008,Guatemala,207.44,75600,Kg
Switzerland,Import,40900,Natural honey,2008,Uruguay,168.56,69862,Kg
Switzerland,Import,40900,Natural honey,2008,United Kingdom,81.1,14691,Kg
Switzerland,Import,40900,Natural honey,2008,Bulgaria,38.74,8200,Kg
Switzerland,Import,40900,Natural honey,2008,Ireland,34.65,923,Kg
Switzerland,Import,40900,Natural honey,2008,Greece,29.63,2471,Kg
Switzerland,Import,40900,Natural honey,2008,Romania,24.71,4250,Kg
Switzerland,Import,40900,Natural honey,2008,Croatia,16.91,2304,Kg
Switzerland,Import,40900,Natural honey,2008,United States,12.96,2398,Kg
Switzerland,Import,40900,Natural honey,2008,Slovak Republic,12.13,3300,Kg
Switzerland,Import,40900,Natural honey,2008,Belgium,11.63,1211,Kg
Switzerland,Import,40900,Natural honey,2008,Netherlands,10.11,3200,Kg
Switzerland,Import,40900,Natural honey,2008,Portugal,9.52,805,Kg
Switzerland,Import,40900,Natural honey,2008,Turkey,8.98,1273,Kg
Switzerland,Import,40900,Natural honey,2008,Australia,3.63,600,Kg
Switzerland,Import,40900,Natural honey,2008,Uganda,2.77,300,Kg
Switzerland,Import,40900,Natural honey,2008,"Congo, Dem. Rep.",0.43,88,Kg
Switzerland,Import,40900,Natural honey,2008,Lebanon,0.15,14,Kg
Switzerland,Import,40900,Natural honey,2008,Madagascar,0.14,66,Kg
Switzerland,Import,40900,Natural honey,2008,India,0.13,5,Kg
Switzerland,Import,40900,Natural honey,2009, World,32778.35,7576170,Kg
Switzerland,Import,40900,Natural honey,2009,Germany,10562.9,2036370,Kg
Switzerland,Import,40900,Natural honey,2009,Mexico,10123.11,3051020,Kg
Switzerland,Import,40900,Natural honey,2009,France,3506.54,416425,Kg
Switzerland,Import,40900,Natural honey,2009,Austria,1837.55,327330,Kg
Switzerland,Import,40900,Natural honey,2009,Argentina,1449.94,463528,Kg
Switzerland,Import,40900,Natural honey,2009,Chile,1009.96,320506,Kg
Switzerland,Import,40900,Natural honey,2009,Italy,912.89,111984,Kg
Switzerland,Import,40900,Natural honey,2009,Hungary,647.32,145120,Kg
Switzerland,Import,40900,Natural honey,2009,Cuba,579.83,198148,Kg
Switzerland,Import,40900,Natural honey,2009,Guatemala,274.3,80400,Kg
Switzerland,Import,40900,Natural honey,2009,Spain,273.58,51809,Kg
Switzerland,Import,40900,Natural honey,2009,China,236.81,78888,Kg
Switzerland,Import,40900,Natural honey,2009,Brazil,223.72,74060,Kg
Switzerland,Import,40900,Natural honey,2009,Uruguay,201.2,66404,Kg
Switzerland,Import,40900,Natural honey,2009,Canada,195.42,47860,Kg
Switzerland,Import,40900,Natural honey,2009,New Zealand,190.83,26477,Kg
Switzerland,Import,40900,Natural honey,2009,Bulgaria,112,20624,Kg
Switzerland,Import,40900,Natural honey,2009,United Kingdom,88.4,15321,Kg
Switzerland,Import,40900,Natural honey,2009,Greece,81.13,7124,Kg
Switzerland,Import,40900,Natural honey,2009,Israel,56.21,7507,Kg
Switzerland,Import,40900,Natural honey,2009,Croatia,45.35,5639,Kg
Switzerland,Import,40900,Natural honey,2009,Ireland,35.34,972,Kg
Switzerland,Import,40900,Natural honey,2009,Belgium,26.28,5834,Kg
Switzerland,Import,40900,Natural honey,2009,South Africa,19.55,1635,Kg
Switzerland,Import,40900,Natural honey,2009,Luxembourg,17.61,2819,Kg
Switzerland,Import,40900,Natural honey,2009,Romania,17.2,4500,Kg
Switzerland,Import,40900,Natural honey,2009,Netherlands,13.28,1524,Kg
Switzerland,Import,40900,Natural honey,2009,Benin,12.54,1750,Kg
Switzerland,Import,40900,Natural honey,2009,Uganda,10.59,1225,Kg
Switzerland,Import,40900,Natural honey,2009,Portugal,5.34,669,Kg
Switzerland,Import,40900,Natural honey,2009,Russian Federation,3.44,900,Kg
Switzerland,Import,40900,Natural honey,2009,Slovak Republic,3.29,900,Kg
Switzerland,Import,40900,Natural honey,2009,Czech Republic,1.38,260,Kg
Switzerland,Import,40900,Natural honey,2009,Slovenia,0.83,45,Kg
Switzerland,Import,40900,Natural honey,2009,United States,0.83,170,Kg
Switzerland,Import,40900,Natural honey,2009,Sri Lanka,0.81,50,Kg
Switzerland,Import,40900,Natural honey,2009,Australia,0.78,301.062,Kg
Switzerland,Import,40900,Natural honey,2009,Poland,0.28,85,Kg
Switzerland,Import,40900,Natural honey,2010, World,35194.52,7892920,Kg
Switzerland,Import,40900,Natural honey,2010,Mexico,10917.55,3107710,Kg
Switzerland,Import,40900,Natural honey,2010,Germany,10291.63,1918120,Kg
Switzerland,Import,40900,Natural honey,2010,France,3508.67,419875,Kg
Switzerland,Import,40900,Natural honey,2010,Austria,2703.33,490696,Kg
Switzerland,Import,40900,Natural honey,2010,Argentina,2131.02,646487,Kg
Switzerland,Import,40900,Natural honey,2010,Italy,1041.9,135080,Kg
Switzerland,Import,40900,Natural honey,2010,Chile,981.55,275372,Kg
Switzerland,Import,40900,Natural honey,2010,Cuba,743.09,228449,Kg
Switzerland,Import,40900,Natural honey,2010,Hungary,476.79,96673,Kg
Switzerland,Import,40900,Natural honey,2010,Guatemala,355.4,93203,Kg
Switzerland,Import,40900,Natural honey,2010,China,314.72,102130,Kg
Switzerland,Import,40900,Natural honey,2010,Canada,283.46,67236,Kg
Switzerland,Import,40900,Natural honey,2010,Spain,240.1,52963,Kg
Switzerland,Import,40900,Natural honey,2010,Brazil,235.55,70033,Kg
Switzerland,Import,40900,Natural honey,2010,Uruguay,219.02,72397,Kg
Switzerland,Import,40900,Natural honey,2010,New Zealand,210.84,29349,Kg
Switzerland,Import,40900,Natural honey,2010,United Kingdom,127.32,19479,Kg
Switzerland,Import,40900,Natural honey,2010,Romania,114.66,26086,Kg
Switzerland,Import,40900,Natural honey,2010,Greece,98.77,9754,Kg
Switzerland,Import,40900,Natural honey,2010,Croatia,38.12,4951,Kg
Switzerland,Import,40900,Natural honey,2010,Bulgaria,33.32,7410,Kg
Switzerland,Import,40900,Natural honey,2010,"Serbia, FR(Serbia/Montenegro)",27.68,6348,Kg
Switzerland,Import,40900,Natural honey,2010,South Africa,22.32,2178,Kg
Switzerland,Import,40900,Natural honey,2010,Belgium,16.25,2110,Kg
Switzerland,Import,40900,Natural honey,2010,Netherlands,14.64,2143,Kg
Switzerland,Import,40900,Natural honey,2010,Ireland,11.52,357,Kg
Switzerland,Import,40900,Natural honey,2010,Turkey,10.59,2400,Kg
Switzerland,Import,40900,Natural honey,2010,Portugal,8.97,1051,Kg
Switzerland,Import,40900,Natural honey,2010,Slovak Republic,4.55,1127,Kg
Switzerland,Import,40900,Natural honey,2010,Czech Republic,3.36,700,Kg
Switzerland,Import,40900,Natural honey,2010,Uganda,2.69,200,Kg
Switzerland,Import,40900,Natural honey,2010,Israel,2.04,70,Kg
Switzerland,Import,40900,Natural honey,2010,"Egypt, Arab Rep.",1.86,614,Kg
Switzerland,Import,40900,Natural honey,2010,United States,0.41,109,Kg
Switzerland,Import,40900,Natural honey,2010,Lebanon,0.36,20,Kg
Switzerland,Import,40900,Natural honey,2010,Yemen,0.16,1,Kg
Switzerland,Import,40900,Natural honey,2010,Madagascar,0.14,28,Kg
Switzerland,Import,40900,Natural honey,2010,Denmark,0.07,3,Kg
Switzerland,Import,40900,Natural honey,2010,Sweden,0.07,2,Kg
Switzerland,Import,40900,Natural honey,2010,Finland,0.04,3,Kg
Switzerland,Import,40900,Natural honey,2011, World,36931.49,7434010,Kg
Switzerland,Import,40900,Natural honey,2011,Germany,11121.23,1874830,Kg
Switzerland,Import,40900,Natural honey,2011,Mexico,10183.06,2584450,Kg
Switzerland,Import,40900,Natural honey,2011,Argentina,4029.6,1035430,Kg
Switzerland,Import,40900,Natural honey,2011,France,3212.58,374768,Kg
Switzerland,Import,40900,Natural honey,2011,Austria,2654.62,446363,Kg
Switzerland,Import,40900,Natural honey,2011,Italy,1048.81,128338,Kg
Switzerland,Import,40900,Natural honey,2011,Cuba,984.48,258563,Kg
Switzerland,Import,40900,Natural honey,2011,Chile,963.42,225980,Kg
Switzerland,Import,40900,Natural honey,2011,Hungary,582.59,91030,Kg
Switzerland,Import,40900,Natural honey,2011,Guatemala,491.51,108004,Kg
Switzerland,Import,40900,Natural honey,2011,Spain,242.49,42257,Kg
Switzerland,Import,40900,Natural honey,2011,Bulgaria,225.56,50710,Kg
Switzerland,Import,40900,Natural honey,2011,Canada,196.32,40887,Kg
Switzerland,Import,40900,Natural honey,2011,United Kingdom,169.76,18850,Kg
Switzerland,Import,40900,Natural honey,2011,Brazil,167.2,40819,Kg
Switzerland,Import,40900,Natural honey,2011,New Zealand,129.75,20269,Kg
Switzerland,Import,40900,Natural honey,2011,Uruguay,94.44,26579,Kg
Switzerland,Import,40900,Natural honey,2011,Greece,64.06,5742,Kg
Switzerland,Import,40900,Natural honey,2011,Croatia,61.12,6825,Kg
Switzerland,Import,40900,Natural honey,2011,Romania,61.09,9645,Kg
Switzerland,Import,40900,Natural honey,2011,Thailand,58.54,15000,Kg
Switzerland,Import,40900,Natural honey,2011,"Serbia, FR(Serbia/Montenegro)",47.25,9807,Kg
Switzerland,Import,40900,Natural honey,2011,China,29.33,6540,Kg
Switzerland,Import,40900,Natural honey,2011,Turkey,24.28,4248,Kg
Switzerland,Import,40900,Natural honey,2011,Portugal,23.63,2238,Kg
Switzerland,Import,40900,Natural honey,2011,Poland,14.07,1375,Kg
Switzerland,Import,40900,Natural honey,2011,Belgium,12.97,1604,Kg
Switzerland,Import,40900,Natural honey,2011,Netherlands,10.71,1387,Kg
Switzerland,Import,40900,Natural honey,2011,Ireland,9.32,276,Kg
Switzerland,Import,40900,Natural honey,2011,Israel,5.84,560,Kg
Switzerland,Import,40900,Natural honey,2011,Lebanon,4.15,175,Kg
Switzerland,Import,40900,Natural honey,2011,South Africa,3.53,222,Kg
Switzerland,Import,40900,Natural honey,2011,United States,1.48,67,Kg
Switzerland,Import,40900,Natural honey,2011,Colombia,1.42,15,Kg
Switzerland,Import,40900,Natural honey,2011,Sweden,0.83,28,Kg
Switzerland,Import,40900,Natural honey,2011,Madagascar,0.17,24,Kg
Switzerland,Import,40900,Natural honey,2011,Mauritius,0.13,4,Kg
Switzerland,Import,40900,Natural honey,2011,Syrian Arab Republic,0.08,15,Kg
Switzerland,Import,40900,Natural honey,2011,"Iran, Islamic Rep.",0.07,79,Kg
Switzerland,Import,40900,Natural honey,2012, World,34348.72,7825050,Kg
Switzerland,Import,40900,Natural honey,2012,Germany,10034.03,1745810,Kg
Switzerland,Import,40900,Natural honey,2012,Mexico,9736.09,2861090,Kg
Switzerland,Import,40900,Natural honey,2012,Argentina,3189.16,1005610,Kg
Switzerland,Import,40900,Natural honey,2012,France,2792.85,349682,Kg
Switzerland,Import,40900,Natural honey,2012,Austria,2319.17,411434,Kg
Switzerland,Import,40900,Natural honey,2012,Chile,1261.7,340236,Kg
Switzerland,Import,40900,Natural honey,2012,Italy,1015.74,138057,Kg
Switzerland,Import,40900,Natural honey,2012,Cuba,652.48,200678,Kg
Switzerland,Import,40900,Natural honey,2012,Bulgaria,558.08,137638,Kg
Switzerland,Import,40900,Natural honey,2012,Spain,476.21,109307,Kg
Switzerland,Import,40900,Natural honey,2012,China,410.02,118919,Kg
Switzerland,Import,40900,Natural honey,2012,Hungary,349.94,75310,Kg
Switzerland,Import,40900,Natural honey,2012,Guatemala,249.51,63600,Kg
Switzerland,Import,40900,Natural honey,2012,New Zealand,207.61,17042,Kg
Switzerland,Import,40900,Natural honey,2012,Uruguay,183.74,55903,Kg
Switzerland,Import,40900,Natural honey,2012,Brazil,177.88,52997,Kg
Switzerland,Import,40900,Natural honey,2012,"Serbia, FR(Serbia/Montenegro)",110.05,21706,Kg
Switzerland,Import,40900,Natural honey,2012,Romania,104.93,26356,Kg
Switzerland,Import,40900,Natural honey,2012,United Kingdom,103.47,11069,Kg
Switzerland,Import,40900,Natural honey,2012,El Salvador,71.49,20400,Kg
Switzerland,Import,40900,Natural honey,2012,Ukraine,66.65,20000,Kg
Switzerland,Import,40900,Natural honey,2012,Croatia,55.14,7193,Kg
Switzerland,Import,40900,Natural honey,2012,Canada,42.17,9181,Kg
Switzerland,Import,40900,Natural honey,2012,Belgium,39.68,8918,Kg
Switzerland,Import,40900,Natural honey,2012,Greece,39.29,3383,Kg
Switzerland,Import,40900,Natural honey,2012,Turkey,25.9,4271,Kg
Switzerland,Import,40900,Natural honey,2012,Australia,21.34,3608,Kg
Switzerland,Import,40900,Natural honey,2012,Poland,18.59,1830,Kg
Switzerland,Import,40900,Natural honey,2012,Portugal,13.81,1354,Kg
Switzerland,Import,40900,Natural honey,2012,Ireland,8.93,226,Kg
Switzerland,Import,40900,Natural honey,2012,United States,5.2,745,Kg
Switzerland,Import,40900,Natural honey,2012,"Egypt, Arab Rep.",3.79,800,Kg
Switzerland,Import,40900,Natural honey,2012,Saudi Arabia,1.88,321,Kg
Switzerland,Import,40900,Natural honey,2012,Madagascar,1.6,336,Kg
Switzerland,Import,40900,Natural honey,2012,Guam,0.36,30,Kg
Switzerland,Import,40900,Natural honey,2012,Israel,0.1,5,Kg
Switzerland,Import,40900,Natural honey,2012,Malaysia,0.1,6,Kg
Switzerland,Import,40900,Natural honey,2012,Venezuela,0.03,6.80568,Kg
Switzerland,Import,40900,Natural honey,2012,"Iran, Islamic Rep.",0.02,2,Kg
Switzerland,Import,40900,Natural honey,2012,Czech Republic,0.01,3,Kg
Switzerland,Import,40900,Natural honey,2013, World,36867.17,8169410,Kg
Switzerland,Import,40900,Natural honey,2013,Germany,11656.18,1997220,Kg
Switzerland,Import,40900,Natural honey,2013,Mexico,8606.03,2709740,Kg
Switzerland,Import,40900,Natural honey,2013,Argentina,3529.22,1026140,Kg
Switzerland,Import,40900,Natural honey,2013,France,3241.16,356347,Kg
Switzerland,Import,40900,Natural honey,2013,Austria,2494.04,417056,Kg
Switzerland,Import,40900,Natural honey,2013,Italy,1293.65,169360,Kg
Switzerland,Import,40900,Natural honey,2013,Chile,1095.4,310102,Kg
Switzerland,Import,40900,Natural honey,2013,Cuba,852.17,254594,Kg
Switzerland,Import,40900,Natural honey,2013,China,685.59,232914,Kg
Switzerland,Import,40900,Natural honey,2013,Spain,631.29,133545,Kg
Switzerland,Import,40900,Natural honey,2013,Hungary,430.29,80801,Kg
Switzerland,Import,40900,Natural honey,2013,Guatemala,357.29,97100,Kg
Switzerland,Import,40900,Natural honey,2013,Bulgaria,331.73,63851,Kg
Switzerland,Import,40900,Natural honey,2013,Brazil,287.69,78829,Kg
Switzerland,Import,40900,Natural honey,2013,Belgium,279.84,63401,Kg
Switzerland,Import,40900,Natural honey,2013,Romania,230.89,44178,Kg
Switzerland,Import,40900,Natural honey,2013,New Zealand,214.7,7741,Kg
Switzerland,Import,40900,Natural honey,2013,Uruguay,123.9,40315,Kg
Switzerland,Import,40900,Natural honey,2013,Thailand,111.99,30387,Kg
Switzerland,Import,40900,Natural honey,2013,"Serbia, FR(Serbia/Montenegro)",110.99,25699,Kg
Switzerland,Import,40900,Natural honey,2013,United Kingdom,72.6,3713,Kg
Switzerland,Import,40900,Natural honey,2013,Croatia,66.68,8146,Kg
Switzerland,Import,40900,Natural honey,2013,Israel,37.5,5606,Kg
Switzerland,Import,40900,Natural honey,2013,Greece,35.35,2720,Kg
Switzerland,Import,40900,Natural honey,2013,Portugal,18.2,2071,Kg
Switzerland,Import,40900,Natural honey,2013,Czech Republic,16.41,2615,Kg
Switzerland,Import,40900,Natural honey,2013,Slovenia,12.8,1280,Kg
Switzerland,Import,40900,Natural honey,2013,South Africa,11.22,179,Kg
Switzerland,Import,40900,Natural honey,2013,Turkey,8.67,1554,Kg
Switzerland,Import,40900,Natural honey,2013,United States,5.77,482,Kg
Switzerland,Import,40900,Natural honey,2013,Poland,5.53,605,Kg
Switzerland,Import,40900,Natural honey,2013,Ireland,3.85,98,Kg
Switzerland,Import,40900,Natural honey,2013,Netherlands,2.81,305,Kg
Switzerland,Import,40900,Natural honey,2013,Madagascar,2.4,504,Kg
Switzerland,Import,40900,Natural honey,2013,Cyprus,0.74,28,Kg
Switzerland,Import,40900,Natural honey,2013,Singapore,0.54,4,Kg
Switzerland,Import,40900,Natural honey,2013,Canada,0.47,41,Kg
Switzerland,Import,40900,Natural honey,2013,Australia,0.39,26,Kg
Switzerland,Import,40900,Natural honey,2013,Tunisia,0.36,41,Kg
Switzerland,Import,40900,Natural honey,2013,"Other Asia, nes",0.2,20,Kg
Switzerland,Import,40900,Natural honey,2013,India,0.15,12.0871,Kg
Switzerland,Import,40900,Natural honey,2013,Malaysia,0.13,1,Kg
Switzerland,Import,40900,Natural honey,2013,United Arab Emirates,0.11,2,Kg
Switzerland,Import,40900,Natural honey,2013,"Egypt, Arab Rep.",0.11,9,Kg
Switzerland,Import,40900,Natural honey,2013,Denmark,0.09,8,Kg
Switzerland,Import,40900,Natural honey,2013,Paraguay,0.05,6,Kg
Switzerland,Import,40900,Natural honey,2013,Malta,0.01,2,Kg
Switzerland,Import,40900,Natural honey,2014, World,38932.77,7685890,Kg
Switzerland,Import,40900,Natural honey,2014,Germany,10994.78,1719660,Kg
Switzerland,Import,40900,Natural honey,2014,Mexico,10896.08,2773590,Kg
Switzerland,Import,40900,Natural honey,2014,Argentina,4087.45,959235,Kg
Switzerland,Import,40900,Natural honey,2014,France,2813.39,261737,Kg
